Input_Size,Time_Taken
15031,0.004005
15041,0.003998
15051,0.004013
15061,0.005
15071,0.005003
15081,0.004
15091,0.004005
15101,0.005013
15111,0.003869
15121,0.005143
15131,0.005019
15141,0.004107
15151,0.004335
15161,0.004172
15171,0.004014
15181,0.005004
15191,0.004504
15201,0.003801
15211,0.004602
15221,0.004694
15231,0.00401
15241,0.005279
15251,0.003936
15261,0.003687
15271,0.003989
15281,0.004202
15291,0.004987
15301,0.004684
15311,0.005007
15321,0.005249
15331,0.003996
15341,0.004587
15351,0.004091
15361,0.005307
15371,0.005013
15381,0.004173
15391,0.004301
15401,0.00458
15411,0.005101
15421,0.004583
15431,0.003972
15441,0.005594
15451,0.00409
15461,0.005439
15471,0.004243
15481,0.004487
15491,0.004856
15501,0.004252
15511,0.004279
15521,0.004016
15531,0.005933
15541,0.005001
15551,0.004676
15561,0.005005
15571,0.004273
15581,0.004992
15591,0.004692
15601,0.003984
15611,0.005312
15621,0.004995
15631,0.004674
15641,0.005
15651,0.005299
15661,0.003993
15671,0.004687
15681,0.005001
15691,0.00486
15701,0.005101
15711,0.005226
15721,0.004911
15731,0.004317
15741,0.004022
15751,0.004382
15761,0.004999
15771,0.005124
15781,0.00438
15791,0.003672
15801,0.004917
15811,0.005424
15821,0.004922
15831,0.005002
15841,0.00499
15851,0.005509
15861,0.005
15871,0.00502
15881,0.004
15891,0.005019
15901,0.003999
15911,0.005011
15921,0.005509
15931,0.004514
15941,0.005001
15951,0.005085
15961,0.004735
15971,0.006016
15981,0.006059
15991,0.005002
16001,0.0046
16011,0.005507
16021,0.005531
16031,0.004074
16041,0.005088
16051,0.004595
16061,0.0051
16071,0.005099
16081,0.005104
16091,0.005133
16101,0.005007
16111,0.005767
16121,0.005004
16131,0.004698
16141,0.004096
16151,0.005262
16161,0.005008
16171,0.005024
16181,0.005154
16191,0.005609
16201,0.005
16211,0.006363
16221,0.004999
16231,0.004691
16241,0.004007
16251,0.005645
16261,0.00571
16271,0.004693
16281,0.005506
16291,0.004605
16301,0.005683
16311,0.005005
16321,0.005516
16331,0.004644
16341,0.005047
16351,0.004849
16361,0.005388
16371,0.004988
16381,0.005712
16391,0.004601
16401,0.00503
16411,0.004993
16421,0.004835
16431,0.005014
16441,0.005679
16451,0.005183
16461,0.005006
16471,0.005
16481,0.004898
16491,0.005591
16501,0.005682
16511,0.004719
16521,0.005755
16531,0.005197
16541,0.004593
16551,0.005372
16561,0.004874
16571,0.004805
16581,0.006101
16591,0.006302
16601,0.005605
16611,0.00469
16621,0.00559
16631,0.005095
16641,0.004202
16651,0.004992
16661,0.005648
16671,0.005105
16681,0.005566
16691,0.005033
16701,0.005437
16711,0.00499
16721,0.005297
16731,0.004997
16741,0.005693
16751,0.005008
16761,0.005271
16771,0.005438
16781,0.004694
16791,0.004607
16801,0.006007
16811,0.006024
16821,0.005998
16831,0.005005
16841,0.005
16851,0.006009
16861,0.004999
16871,0.004503
16881,0.006005
16891,0.004506
16901,0.004501
16911,0.006005
16921,0.005012
16931,0.004999
16941,0.006013
16951,0.004999
16961,0.005014
16971,0.007749
16981,0.005891
16991,0.005272
17001,0.005004
17011,0.005453
17021,0.004698
17031,0.00469
17041,0.005
17051,0.004313
17061,0.004995
17071,0.005391
17081,0.007257
17091,0.005169
17101,0.005013
17111,0.005998
17121,0.005007
17131,0.005
17141,0.005281
17151,0.004998
17161,0.004693
17171,0.005204
17181,0.005096
17191,0.005686
17201,0.005003
17211,0.00511
17221,0.00501
17231,0.005676
17241,0.005003
17251,0.00575
17261,0.004009
17271,0.004693
17281,0.005579
17291,0.005105
17301,0.005504
17311,0.008499
17321,0.005002
17331,0.006012
17341,0.005002
17351,0.005059
17361,0.005046
17371,0.005199
17381,0.005993
17391,0.004894
17401,0.00559
17411,0.005096
17421,0.005686
17431,0.00467
17441,0.00469
17451,0.005295
17461,0.005377
17471,0.004991
17481,0.004919
17491,0.006232
17501,0.005091
17511,0.005062
17521,0.005225
17531,0.005262
17541,0.005002
17551,0.004791
17561,0.006001
17571,0.00518
17581,0.006009
17591,0.005005
17601,0.006299
17611,0.005508
17621,0.006019
17631,0.005497
17641,0.005004
17651,0.005873
17661,0.006132
17671,0.005006
17681,0.006
17691,0.005018
17701,0.006
17711,0.004508
17721,0.005704
17731,0.005009
17741,0.005665
17751,0.005
17761,0.006015
17771,0.006502
17781,0.005007
17791,0.006022
17801,0.007077
17811,0.005685
17821,0.006104
17831,0.005102
17841,0.005182
17851,0.004838
17861,0.004723
17871,0.005006
17881,0.005292
17891,0.005004
17901,0.004689
17911,0.004594
17921,0.005148
17931,0.006156
17941,0.005013
17951,0.006896
17961,0.004597
17971,0.006094
17981,0.005226
17991,0.005007
18001,0.005948
18011,0.005994
18021,0.005289
18031,0.005588
18041,0.006103
18051,0.005285
18061,0.005995
18071,0.005608
18081,0.004993
18091,0.006288
18101,0.005608
18111,0.005138
18121,0.006317
18131,0.005698
18141,0.005725
18151,0.005301
18161,0.006251
18171,0.005397
18181,0.005986
18191,0.005264
18201,0.006165
18211,0.005091
18221,0.006232
18231,0.005597
18241,0.006656
18251,0.006338
18261,0.00609
18271,0.005933
18281,0.005007
18291,0.005399
18301,0.005435
18311,0.006009
18321,0.00592
18331,0.007083
18341,0.004916
18351,0.006508
18361,0.00632
18371,0.006672
18381,0.005956
18391,0.005032
18401,0.005007
18411,0.004999
